Article;Sous fam.;ref. four.;Gencod;Frais;Qte cde fou;Qte stock;Cpt ac;Cpt ve M;Cpt ve C;Cpt ve OM;Cpt ve E;Cpt ve CEE;Commentaire;id;sup
ECROU NW50;6097;;1234560004614;;;;60401000;70102000;70192200;70192100;70192100;70192200;livré en carton de 56 m;;
GOULOTTE DE CABLAGE 4/6/4 DIM 25X40 LE M;6077;ECS2540;1234560010387;0,060;;179,00;60101100;70102000;70192200;70192100;70192100;70192200;livré en carton de 40 m;;
GOULOTTE DE CABLAGE 4/6/4 DIM 40X40;6077;ECS4040;1234560010370;;;245,00;60101100;70102000;70192200;70192100;70192100;70192200;livré en carton de 32 m;;
GOULOTTE DE CABLAGE 4/6/4 DIM 40X60;6077;ECS4060;1234560010400;;;380,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GOULOTTE DE CABLAGE 4/6/4 DIM 40X80;6077;ECS4080;1234560010318;;;44,00;60101100;70102000;70192200;70192100;70192100;70192200;livré en carton de 30 m;;
GOULOTTE DE CABLAGE 4/6/4 DIM 60X60;6077;ECS6060;1234560010356;;;64,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GOULOTTE DE CABLAGE 4/6/4 DIM 60X80;6077;ECS6080;1234560010332;0,350;;26,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GOULOTTE DE CABLAGE 4/6/4 DIM 80X80;6077;ECS8080;1234560010325;0,350;;70,00;60101100;70102000;70192200;70192100;70192100;70192200;PROCHAINE COMMANDE A FAIRE CHEZ RADIOSPARES SOUS LA REFERENCE 3778863;;
OPTION ECO ENERGIE CONTROLEUR;60173;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CORPS INOX 4X60 WATTS CANAL+CORNIERE+NETT;60133;;1234560030743;;;;60401000;70102000;70192200;70192100;70192100;70192200;;;
CONDENSATEUR 40 µF;60164;;1234560066650;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"EMBOUT MALE 4"" G 316L";6021;EM100G;1234560243334;;;7,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"EMBOUT INOX MALE 3/8"" 316L";6021;;1234560001958;;;75,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
TUBE ROULE SOUDE 88.9X2;6021;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
TRAITEMENT UV + FILTRE + LAMPE;6001;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ENTRETOISE FEMELLE / FEMELLE M6X18MM;6021;;1234560063857;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CARTE ELECTRONIQUE EPS1 REV B;60179;80076193;1234560051991;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;LE ROULEAU;;
ESSAIS ULTRAVIOLETS;6001;;;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;LE ROULEAU;;
ESTRADE 2 MARCHES 85*60*40 CM;0203;;1234560032143;;;;60260000;70102000;70192200;70192100;70192100;70192200;DIFV401 chez aliaxis;;
ETIRABLE EUROSTRETCH TRANSP 17MY 450MMX300M;0203;0000ET-170300;1234560010905;0,280;;;60260000;70102000;70192200;70192100;70192100;70192200;;;
ETIRABLE 20Mµ TRANSP 450MMX230;0203;ETIRABLE-20-3;1234560044696;0,280;;;60260000;70102000;70192200;70192100;70192100;70192200;CUVE PE 5000L PLATE BASIQUE COMPRENANT :;;
"EMBOUT D'ADAPTATION A COLLER M/F 40/32 F A VISSER 1""";6021;ET40321;1234560069156;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;A COMMANDER AVEC LE CODE 17000388 SONDE ULTRASON;;
ETANCHEITE GAINE AP60 PE;6097;;1234560004430;;;;60401000;70102000;70192200;70192100;70192100;70192200;;;
CUVE PE 5000L PLATE BASIQUE;6021;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE RACCORDEMENT AVEC PRISE 250 V;6077;;1234560055609;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X11-16W 12V DC;60179;203002040000;1234560063185;2,760;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;POUR LAMPES TUV30W;;
BALLAST ELECTRO 2X300W PH BIODOSIMETRIE;60179;;1234560017720;;;9,00;60101100;70102000;70192200;70192100;70192100;70192200;pour lampes PLL36W;;
BALLAST ELECTRO 2X50-70W 425MA;60179;411-2 5070-0425-001;1234560017737;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X30W 370MA;60179;410-S-EVG30-370-004;1234560006335;;;9,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X36W - 440 MA;60179;;1234560042470;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X30-50W 440MA;60179;428305044001;1234560017683;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;POUR LAMPES TUVPLL95W;;
BALLAST ELECTRO1X50-70W - 425 MA;60179;410SEVG5070006;1234560006397;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO 1X60W - 670MA PH;60179;42860670001;1234560006304;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO1X90W - 950MA;60179;410-S-EVG90-950-003;1234560006281;;;25,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BALLAST ELECTRO1X90W - 950MA SS BOITIER;60179;410-S-EVG90-950-004;1234560017782;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
RACCORD EXPRESS CANNELE D22 TUYAU;6021;EXA22;1234560058839;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MAXISOL 1000X1200X30 LE M2;60164;109817;1234560010967;;;48,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MAXISOL 1000X1200X40 LE M2;60164;109818;1234560010974;;;18,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MAXISOL 1000X1200X50 LE M2;60164;EXP0246;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
POLY EXTRUDE 3L 50MM 0.6X1.25M;0203;EXT0004;1234560032631;;;;60260000;70102000;70192200;70192100;70192100;70192200;"Pour protection embouts 1"" des vannes de vidange des corps inox.";;
POLY EXTRUDE 3L 100MM 6X1.25M;0203;EXT0009;1234560032624;;;;60260000;70102000;70192200;70192100;70192100;70192200;Pour protection gaines appareils inox.;;
FOND BOMBE 273X4;6021;;;15,000;;;60101100;70102000;70192200;70192100;70192100;70192200;PRX AU 1000M : 920.00€;;
BOUCHON PVC CAP FLEXI 31.8X25MM;6021;;1234560032983;;;900,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOUCHON PVC CAP FLEXIBLE  1''1/4;6021;FCWA0413025;50527510421799;;;88,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"BOUCHON PVC CAP FLEXIBLE  2"" 1/4";6021;;1234560039081;;;451,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"FLEXIBLE ACIER 3/4"" 300 MM";6021;FDAL3/4300;1234560001170;1,000;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
FRAIS DE GESTION ET PETITES FOURNITURES;0101;;;;;;60810000;70896100;70896100;70896100;70896100;70896100;;;
"RACCORD UNION F/F 1""";6021;FF25GM;1234560049240;;;11,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
FRAIS DE GESTION ET PETITES FOURNITURES;0101;;;;;;60810000;70806000;70896200;70896100;70896100;70896200;;;
FRAIS DE GESTION ET PETITES FOURNITURES;0101;;;;;;60810000;70896200;70896200;70896100;70896100;70896200;cintropur;;
CABLE H07 RNF 5G1 TGL;6077;FILH07RNF5G1TGL;1234560037223;;;50,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
FIL H07VK 10 BLEU CLAIR RAL 5024 C100;6077;;1234560062324;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FIL H07VK 10 NOIR C100;6077;;1234560062317;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FIL BLEU CLAIR H07VK25 TGL;6077;;1234560062287;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FIL NOIR H07VK25 TGL;6077;;1234560062263;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FIL VERT/JAUNE H07VK25 TGL;6077;;1234560062270;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
H07VK35 BLEU-CL TGL RAL 5024;6077;H07VK35;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
H07VK 35 VERT/JNE TGL;6077;FILH07VK35VJTGL;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE HO7 RNNF 4G4;6077;;1234560055845;;;;60101100;70102000;70192200;70192100;70192100;70192200;cintropur;;
CABLE HO7 RNF 4G6;6077;;1234560055852;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE HO7 RNF 7G1,5;6077;;1234560065196;;;;60101100;70102000;70192200;70192100;70192100;70192200;cintropur;;
FIL H07VR 6 NOIR C100M;6077;;1234560055821;;;;60101100;70102000;70192200;70192100;70192100;70192200;cintropur;;
R2V CU 4G35 TGL;6077;FILR2V4G35TGL;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE R2V CU 4G4 TGL;6077;;1234560055791;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
CABLE R2V CU 4G6 TGL;6077;;1234560055814;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
"FILTRE AG200 2"" 50µM";6021;FILTREAG200250;1234560044474;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
"FILTRE AG200 2"" 80 µM";6021;;1234560047321;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR 100;;
"FILTRE AG200 3"" 60µM";6021;"FILTRE AG200 3"" 60";1234560044481;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FILTRE FMA 1006E 50 MICRONS;6021;;1234560054497;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
PARTICIPATION AUX FRAIS DE FORME;60164;;1234560031979;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PATTE DE FIXATION 130X130X35;6021;FP22046;1234560011537;0,521;;559,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
IMPRESSION FRAGILE PVC345 50 MMX100M;0202;0000FRA100050;1234560003037;;;;60120300;70102000;70192200;70192100;70192100;70192200;;;
HELICE;6077;FWZCHNW250;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
NW 18/25/32 CLE CINTROPUR NEW;6021;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;autre ref light tech;;
VIS DE PURGE;6021;FWZCVNW500;1234560003891;;;51,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 40W SINGLE PIN - 9000H;6022;;1234560005307;;;23,00;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE 25 WATTS MONTEE;;
LAMPE ALTERNATIVE TUV64T54PSE;6013;G64T5/L4;1234560005055;;;25,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X36W COFFRET ELECTRO PEHD;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV EAU POTABLE 2M3/H -25WATTS;60163;;1234560003761;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR FONDATION MALLET;;
REACTEUR UV EAU POTABLE 2M3/H 25WATTS;60163;CODE JETLY : 498008;37005460034799;0,200;;27,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
GERMI 2X120W + CAPTEUR UV;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
DECHLORATEUR MP 4X4KW;60173;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X75W TRAITEMENT TONNEAUX;60158;;1234560060696;;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X40W TRAITEMENT SURFACE;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;fac de limoges 11/05;;
2 REACTEUR UV 3X300 NM  SS  COFFRET;60161;;;430,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X300W 3X AD300C + CHASSIS;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;AD120 ACS;;
MODULES DESINFECTION UV 8X75W;6001;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;GERMIAD120 ECI;;
REACTEUR UV 1X120W D:84;60161;;123456000352;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X120W NORME ACS AVEC SONDE DE T°;60202;;123456006722;214,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;D : 84 NETTOYAGE AUTO A VERIN - 1 LAMPE 120 WATTS;;
REACTEUR UV 1X120W GAMME ECI  AVEC SONDE DE T°;60202;;;214,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GENERATEUR D'OZONE-STERILISATEUR UV EN SERIE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X120W NETT AUTO;60160;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X120W  PEHD;60162;;;163,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X120W  KIT 2;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X120W D:84 CLAMPS25;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;AD200 ACS;;
REACTEUR UV 1X120W 4X AD120;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;AD200 ECI;;
REACTEUR UV 1X200W D:104;60161;;123456000375;147,000;;;60101100;70102000;70192200;70192100;70192100;70192200;DEVIS N° 048507;;
REACTEUR UV 1X200W NORME ACS;60202;;;281,000;;-3,00;60101100;70102000;70192200;70192100;70192100;70192200;CORPS INOX+PLATINE+CONNECTEUR+COMPTEUR HORAIRE+LAMPE UV;;
REACTEUR UV 1X200W GAMME ECI;60203;;;281,000;;;60101100;70102000;70192200;70192100;70192100;70192200;SANS COFFRET AVEC BALLAST, CABLE LAMPE;;
REACTEUR UV 1X200W -   NETT  AUTO;60161;;;278,000;;;60101100;70102000;70192200;70192100;70192100;70192200;1 ARMOIRE ET 2 CORPS AD200 pharma clamps;;
REACTEUR UV 1X200W SS COF.;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;1 ARMOIRE ET 4 CORPS AD200;;
REACTEUR UV 1X200W  KIT 2;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE LONGUE;;
REACTEUR 2X AD200 PHARMA;6105;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X200W 4X AD200;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE COURTE SANS COFFRET AVEC CABLE ET BALLAST;;
REACTEUR UV 1X300W;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE OZONE 185 NM + QUARTZ SYNTHETIQUE;;
REACTEUR UV 1X300W C D:104 L=950;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE LONGUE;;
REACTEUR UV 1X300W COURTE SS COFFRET;60161;;;101,000;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE LONGUE SANS COFFRET AVEC CABLE, BALLAST ET CAPTEUR UV corps inox gaine et lampe;;
REACTEUR UV 1X300W GENERATEUR OZONE;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X300W NETTOYAGE VERIN;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR SCODIF;;
REACTEUR UV 1X300W SS COFFRET;60161;;123456004768;101,000;;;60101100;70102000;70192200;70192100;70192100;70192200;MONTAGE4 PINS;;
PURIFICATEUR D'AIR L:40 D: 17;6001;;;10,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR SCODIF;;
REACTEUR UV 1X11W 4PSE  D:54;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;LAMPE 20 W 4PSE;;
REACTEUR UV 1X11W COFFRET ELECTRO;60158;SCODIF;123456006192;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X11W 4PSE  D:54 60 HZ;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;MONTAGE ECO;;
REACTEUR UV 1X20W BALLAST ELECTRO;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;MONTAGE ECO;;
REACTEUR UV 1X25W  D:74;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;STERILISATEUR  POUR OPUNTIAS;;
REACTEUR UV 1X25W COFFRET ELECTRO;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;BALLAST ELECTRONIQUE;;
REACTEUR UV 1X25W COFF ELEC PHOTOCATALYSE;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X25W  SS COFFRET;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;MONTAGE ECO;;
REACTEUR UV 1X25W D:60 4PSE ELECTRO SEMI INDUS;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X30W D:74;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CHANGER CAPTEUR TEFLON PAR CAPTEUR VERRE A PARTIR DU N°221117060 ET 041217050;;
REACTEUR UV 1X30W BALLAST ELECTRO;60158;;123456003436;;;10,00;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X30W PEHD;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X36W;60159;;123456000382;;;29,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X36W PLL COFF ELECTRO;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X36W ELECTRO INVERSE;60159;;123456004233;;;11,00;60101100;70102000;70192200;70192100;70192100;70192200;CORPS INVERSE + COFFRET FERRO + CELLULE PHOTORESISTANCE;;
REACTEUR UV 1X36W ELECTRO PHOTODIODE;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X36W PLL D: 104  E;60159;;123456005692;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;CORPS AQUATIC SCIENCE AS UV10 + COFFRET BEASUN UVGERMI;;
REACTEUR UV 1X36W FERRO INVERSE;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;pour integration sirev;;
REACTEUR UV 1X36W PEHD PLL;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X30W PHOTOCATALY.;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;GSK;;
REACTEUR UV 1X36W SS COFFRET;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X40W ELECTRONIQUE;60158;;123456000365;;;8,00;60101100;70102000;70192200;70192100;70192100;70192200;ENTREE SORTIE CLAMP 50,5MM;;
REACTEUR UV 1X40W D: 45 L 975;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X40W PEHD EP;60162;;123456004767;;;;60101100;70102000;70192200;70192100;70192100;70192200;BALLAST ELECTRONIQUE;;
GERMI AP 40 PHARMA E S CLAMP 50.5MM;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;MONTAGE ECO;;
REACTEUR UV 1X40W ELECTRO 304L;60158;;123456005371;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X40W D: 54 4PSE ELECTRO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PHOTORESISTANCE UV;;
REACTEUR UV 1X55W BALLAST ELECTRO;60158;;123456000357;;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PHOTORESISTANCE UV;;
REACTEUR UV 1X55W D:74 ELECTRO PHOTO;60158;;123456000381;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;AVEC COFFRET BEASUN ET E/S 1 '' 1/4  INSTALLATION HORIZONTALE;;
REACTEUR UV 1X60W D:125;60159;;123456000361;15,000;;21,00;60101100;70102000;70192200;70192100;70192100;70192200;??  ??  ??  ?? N° SERIE ??  ?? ?? ??;;
REACTEUR UV 1X60W 5.5M3/H;60159;TALASSA-----;1234560069286;;;;60101100;70102000;70192200;70192100;70192100;70192200;??  ??  ??  ?? N° SERIE ??  ?? ?? ??;;
REACTEUR UV 1X60W D:125 E/S1'1/4;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X60W ACS;60202;;1234560050161;;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PHOTORESISTANCE UV;;
REACTEUR UV 1X60W ACS OPTION SONDE T°;60202;;1234560067213;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEAUSUN CORPS TYPE AP60 E/S 3/4 '' D: 104 SS PHOTODIODE;;
REACTEUR UV 1X60 PLL COFF ELECTRO;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEAUSUN CORPS D: 104  EN 1  ''  E/S OPPOSES;;
REACTEUR UV 1X60W D:125 ELECTRO INVERSE;60159;;1234560047055;;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PHOTORESISTANCE UV + COMPTEUR 60 HZ + BALLAST 60 HZ;;
REACTEUR UV 1X60W D:104  E - V2;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;AVEC PHOTORESISTANCE UV CORPS INVERSE COFFRET FERRO;;
REACTEUR UV 1X60W D:104 E - V4;60159;;1234560056910;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;GERMI AP60 + ECO CONTRIBUTION 0.25 CTS;;
REACTEUR UV 1X60W D:125  60 HZ;60159;;1234560066773;15,000;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;AVEC CAPTEUR UV DVGW  OU ONORM + ECO CONTRIBUTION;;
REACTEUR UV 1X60W D:125 FERRO INVERSE;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X60W JETLY;60159;CODE JETLY : 498100;37005460034866;;;16,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X60W JETLY ACS;60202;CODE JETLY : 498099;37005460049199;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X60W JETLY 60 HZ;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN;;
REACTEUR UV 1X60W PHOTOCATALY.  COMPACT;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET BEASUN IP68;;
REACTEUR UV 1X75W BALLAST ELECTRO;60158;;1234560003679;;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;DEVIS N° 052918 ET 053083;;
REACTEUR UV 1X75W 1 ''1/2 - COFFRET EB;60158;;1234560066216;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X75W BALLAST ELECTRO IP68;60158;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;COFFRET ACIER 380X380 BALLAST ELECTRO;;
REACTEUR UV 1X75W + PHOTO+ELECTRO;60158;;1234560034307;;;7,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X75W ELEC + CAPTEUR PEHD;60162;;1234560061785;78,000;;2,00;60101100;70102000;70192200;70192100;70192100;70192200;1 LAMPE 95W;;
REACTEUR UV 1X75W SEMI INDUSTRIEL;60161;;;124,000;;;60101100;70102000;70192200;70192100;70192100;70192200;1 LAMPE 95W corps inversé;;
REACTEUR UV 1X75W 4PSE PEHD SI;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X95W  10M3/H;60159;;1234560003839;15,000;;7,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X95W  10M3/H ELECTRO INVERSE;60159;;1234560063567;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 1X95W JETLY AP95;60159;CODE JETLY : 498101;37005460034933;;;13,00;60101100;70102000;70192200;70192100;70192100;70192200;BALADEUSE UV - 1X 60 PLL;;
REACTEUR UV 1X95W JETLY 60 HZ;60159;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;FLASQUE +  PATTES;;
REACTEUR UV 30W BALLAST ELECTRO;60158;;1234560017119;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;+ capteur uv + bride DN 65+vanne vidange+ vannes echantillonnage;;
BALADEUSE UV LAMPE 60 W;60192;;1234560070817;;;249,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X120W D:140;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X120W NETT AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;gamme industrie standard dn50;;
REACTEUR UV 2X120W PEHD;60162;;;212,000;;-2,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X120W SS COF;60161;;;111,100;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV GAMME INDUS 2X200W;60161;;;297,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X200W ACS UV;60202;;;332,000;;-4,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X200W ACS UV NET AUTO;60202;;;332,000;;;60101100;70102000;70192200;70192100;70192100;70192200;OTV LILLE BLANQUEFORT-2006;;
REACTEUR UV 2X200W ACS UV NET MANU;60202;;;332,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X200W GAMME ECI;60203;;;332,000;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR CORELEC;;
REACTEUR UV 2X200W NETT AUTO;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;DEVIS N° 053146 AVEC NM;;
REACTEUR UV 2X200W PEHD D:200;60162;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X200W SS COF;60161;;;121,200;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X300W  D:140;60161;;;390,000;;-1,00;60101100;70102000;70192200;70192100;70192100;70192200;BOITIER DE DECONTAMINATION UV 4 LAMPES 20 WATTS;;
REACTEUR UV 2X300W COMPACT D:140;60161;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X300W NETT AUTO;60161;;;353,500;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE DE DECONTAMINATION UV 4X20W;60192;;;240,000;;;60101100;70102000;70192200;70192100;70192100;70192200;DESINFECTION DE SURFACE;;
MODULE DE DECONTAMINATION  PAR LED UV;60164;UVOCARE;;;1,00;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REACTEUR UV 2X55W ELECTRO CAPTEUR;60158;;1234560034314;;;3,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MODULE DESINFECTION INOX 2X55W;6001;;;;;;60101100;70102000;70192200;70192100;70192100;70192200;CORPS PE + COFFRET ALU AVEC BALLAST ELECTRO + UVCAPI;;
REACTEUR UV 2X60W D: 168 MM;6103;;1234560063444;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;Desinfection de l'air tout inox et étanche 2X75 watts;;
REACTEUR UV 2X75W 4PSE ELECTRO PHOTO;60158;;1234560034321;;;1,00;60101100;70102000;70192200;70192100;70192100;70192200;Desinfection de l'air tout inox et étanche 2X75 watts;;
